"","taxa","count","family","genus","species"
"11268","Schizaea elegans",16,"Schizaeaceae","Schizaea","elegans"
"11274","Schizeilema fragosea",16,"Apiaceae","Schizeilema","fragosea"
"11324","Scorzonera humilis-type",16,"Asteraceae","Scorzonera","humilis"
"11336","Scrophularia/Verbascum/Digitalis",16,NA,NA,""
"11388","Sedum sp.",16,NA,"Sedum",""
"11405","Selaginella cf. S. sibirica",16,"Selaginellaceae","Selaginella",""
"11437","Selago-type",16,"Scrophulariaceae","Selago",""
"11595","Siparuna-type",16,"Siparunaceae","Siparuna",""
"11735","Spathiphyllum",16,"Araceae","Spathiphyllum",""
"11892","Spiniferites cruciformis (form C)",16,NA,NA,NA
"11905","Spirogyra (type 10, LOP-NAU)",16,NA,NA,NA
"12009","Stereospermum",16,"Bignoniaceae","Stereospermum",""
"12103","Symphoricarpos-type",16,"Caprifoliaceae","Symphoricarpos",""
"12155","Tabernaemontana-type",16,"Apocynaceae","Tabernaemontana",""
"12207","Tarenna",16,"Rubiaceae","Tarenna",""
"12274","Tetraena simplex-type",16,"Zygophyllaceae","Zygophyllum","simplex"
"12354","Thymelaeaceae cf. Pimelea",16,"Thymelaeaceae",NA,""
"12355","Thymelaeaceae undiff.",16,"Thymelaeaceae","",""
"12365","Tieghemopanax",16,"Araliaceae","Polyscias",""
"12400","Tinospora bakis",16,"Menispermaceae","Tinospora","bakis"
"12503","Trichocladium",16,NA,NA,NA
"12617","Triletes (scabrate)",16,NA,NA,NA
"12678","Tuberculodinium vancampoae",16,NA,NA,NA
"12714","Typha latifolia undiff.",16,"Typhaceae","Typha","latifolia"
"12871","Unknown (monolete, psilate, 25-35 µm)",16,NA,NA,NA
"13012","Unknown (type 110)",16,NA,NA,NA
"13044","Unknown (type 139)",16,NA,NA,NA
"13065","Unknown (type 153)",16,NA,NA,NA
"13084","Unknown (type 17)",16,NA,NA,NA
"13219","Unknown (type 519, HdV)",16,NA,NA,NA
"13250","Unknown (type 7, Barrow)",16,NA,NA,NA
"13284","Unknown (type 93)",16,NA,NA,NA
"13365","Urtica dioica group",16,"Urticaceae","Urtica",""
"13610","Virola-type",16,"Myristicaceae","Virola",""
"13645","Volvocaceae",16,NA,NA,NA
"13749","Zea mays (>75 µm)",16,"Poaceae","Zea","mays"
"13758","Zigadenus",16,"Melanthiaceae","Zigadenus",""
"238","Aerva-type (A. javanica)",15,"Amaranthaceae","Aerva",""
"497","Alsophila-type",15,"Cyatheaceae","Alsophila",""
"529","Amaranthaceae (type A)",15,"Amaranthaceae","",""
"583","Amyema",15,"Loranthaceae","Amyema",""
"648","Anemone canadensis-type",15,"Ranunculaceae","Anemonastrum","canadense"
"733","Anogramma",15,"Pteridaceae","Anogramma",""
"799","Anthriscus caucalis",15,"Apiaceae","Anthriscus","caucalis"
"860","Apiaceae (type 1)",15,"Apiaceae","",""
"864","Apiaceae (type I)",15,"Apiaceae","",""
"921","Araceae (type I)",15,"Araceae","",""
"922","Araceae (type II)",15,"Araceae","",""
"1124","Ascaris",15,NA,NA,NA
"1142","Ascomycota (type 5, OU)",15,NA,NA,NA
"1348","Attalea-type",15,"Arecaceae","Attalea",""
"1443","Banksia robur",15,"Proteaceae","Banksia","robur"
"1583","Betulaceae-type",15,"Betulaceae","",""
"1644","Blepharandra",15,"Malpighiaceae","Blepharandra",""
"1650","Blighia sapida-type",15,"Sapindaceae","Blighia","sapida"
"1693","Bongardia",15,"Berberidaceae","Bongardia",""
"1814","Bromelia",15,"Bromeliaceae","Bromelia",""
"1818","Bromeliaceae (type I)",15,"Bromeliaceae","",""
"1862","Bryophyta (type 599, Kuhry 1988)",15,"","",""
"1924","Buxus hildebrandtii-type",15,"Buxaceae","Buxus","hildebrandtii"
"1998","Callitriche stagnalis-type",15,"Plantaginaceae","Callitriche","stagnalis"
"2248","Cassiope-type",15,"Ericaceae","Cassiope",""
"2289","Caulophyllum thalictroides",15,"Berberidaceae","Caulophyllum","thalictroides"
"2300","Cecropia peltata",15,"Urticaceae","Cecropia","peltata"
"2387","Centaurea perrottetii",15,"Asteraceae","Centaurea","perrottetii"
"2475","Ceratopteris cf. C. thalictroides",15,"Pteridaceae","Ceratopteris",""
"2558","cf. Anthoceros",15,"Anthocerotaceae","Anthoceros",""
"2580","cf. Artemisia",15,"Asteraceae","Artemisia",""
"2659","cf. Carduus",15,"Asteraceae","Carduus",""
"2712","cf. Cirsium",15,"Asteraceae","Cirsium",""
"2820","cf. Frangula",15,"Rhamnaceae","Frangula",""
"2854","cf. Hedyosmum-type",15,"Chloranthaceae","Hedyosmum",""
"2976","cf. mimosoid clade",15,NA,NA,NA
"2986","cf. Myosoton aquaticum",15,NA,NA,NA
"3115","cf. Rapanea",15,"Primulaceae","Myrsine",""
"3120","cf. Rhamnus",15,"Rhamnaceae","Rhamnus",""
"3177","cf. Saxifraga oppositifolia-type",15,"Saxifragaceae","Saxifraga",""
"3331","Chaerophyllum azoricum",15,"Apiaceae","Chaerophyllum","azoricum"
"3467","Cicendia filiformis",15,"Gentianaceae","Cicendia","filiformis"
"3606","Cleome gynandra",15,"Cleomaceae","Cleome","gynandra"
"3753","Commersonia",15,"Malvaceae","Commersonia",""
"3757","Commiphora africana",15,"Burseraceae","Commiphora","africana"
"3776","Coniochaeta (type 211, TM, cf. C. discospora)",15,NA,NA,NA
"3942","Corylus/Myrica undiff.",15,NA,NA,""
"3967","Coula edulis",15,"Olacaceae","Coula","edulis"
"4073","Cucurbita",15,"Cucurbitaceae","Cucurbita",""
"4166","Cyathea australis",15,"Cyatheaceae","Alsophila","australis"
"4186","Cyathea/Dicksonia",15,NA,NA,""
"4266","Cyperaceae cf. Scirpus",15,"Cyperaceae",NA,""
"4275","Cyphoderia ampulla",15,NA,NA,NA
"4295","Cytinus hypocistis",15,"Cytinaceae","Cytinus","hypocistis"
"4359","Daucus carota subsp. azoricus",15,"Apiaceae","Daucus",""
"4394","Dennstaedtiaceae: Hypolepis-type",15,NA,NA,""
"4559","Dipsaceae-type",15,NA,NA,NA
"4677","Drymaria",15,"Caryophyllaceae","Drymaria",""
"4824","Emilia",15,"Asteraceae","Emilia",""
"5062","Euastrum",15,NA,NA,NA
"5241","Eudicotyledoneae (tricolporate, reticulate, medium)",15,NA,NA,NA
"5255","Eudicotyledoneae (tricolporate, scabrate, type I)",15,NA,NA,NA
"5502","Fagraea",15,"Gentianaceae","Fagraea",""
"5549","Ficaria",15,"Ranunculaceae","Ranunculus",""
"5617","Fouquieria splendens",15,"Fouquieriaceae","Fouquieria","splendens"
"5741","Fungi (type 173, HdV)",15,NA,NA,NA
"5807","Fungi (type 46, UAB)",15,NA,NA,NA
"5892","Gaertnera",15,"Rubiaceae","Gaertnera",""
"5936","Ganophyllum-type (G. giganteum)",15,"Sapindaceae","Ganophyllum",""
"6019","Gentianaceae (striate-reticulate)",15,"Gentianaceae","",""
"6032","Gentianella sp.",15,"Gentianaceae","Gentianella",""
"6164","Gossypium",15,"Malvaceae","Gossypium",""
"6176","Gratiola officinalis",15,"Plantaginaceae","Gratiola","officinalis"
"6410","Hernandiaceae",15,"Hernandiaceae","",""
"6508","Hottonia palustris-type",15,"Primulaceae","Hottonia","palustris"
"6949","Kickxia",15,"Plantaginaceae","Kickxia",""
"7010","Lactuca sativa-type",15,"Asteraceae","Lactuca","sativa"
"7021","Laevigatosporites granulatus",15,NA,NA,NA
"7538","Lycopodium cf. L. clavatum",15,"Lycopodiaceae","Lycopodium",""
"7675","Maesa lanceolata",15,"Primulaceae","Maesa","lanceolata"
"7774","Maprounea guianensis",15,"Euphorbiaceae","Maprounea","guianensis"
"7829","Mattiastrum",15,"Boraginaceae","Mattiastrum",""
"7893","Melicytus",15,"Violaceae","Melicytus",""
"7894","Melilotus",15,"Fabaceae","Melilotus",""
"7897","Meliola",15,NA,NA,NA
"8268","Myrcia-type",15,"Myrtaceae","Myrcia",""
"8290","Myricaceae (type 3)",15,"Myricaceae","",""
"8343","Myrtaceae (10-14 µm)",15,"Myrtaceae","",""
"8362","Myrtaceae cf. Acmena",15,"Myrtaceae",NA,""
"8495","Nuphar pumila",15,"Nymphaeaceae","Nuphar","pumila"
"8542","Ochnaceae undiff.",15,"Ochnaceae","",""
"8598","Oleaceae/Brassicaceae",15,NA,"",""
"8784","Pachira",15,"Malvaceae","Pachira",""
"8807","Pancovia",15,"Sapindaceae","Pancovia",""
"8861","Paris quadrifolia-type",15,"Melanthiaceae","Paris","quadrifolia"
"8915","Pavetta gardeniifolia-type",15,"Rubiaceae","Pavetta","gardeniifolia"
"8980","Pedicularis verticillata",15,"Orobanchaceae","Pedicularis","verticillata"
"9064","Persicaria minor-type",15,"Polygonaceae","Persicaria","minor"
"9149","Phoradendron",15,"Santalaceae","Phoradendron",""
"9181","Phyllanthus-type (P. fraternus)",15,"Phyllanthaceae","Phyllanthus",""
"9646","Poaceae (type 93)",15,"Poaceae","",""
"9666","Podocarpidites spp.",15,NA,NA,NA
"9680","Podocarpus polystachyus",15,"Podocarpaceae","Podocarpus","polystachyus"
"9691","Podospora undiff.",15,NA,NA,NA
"9745","Polygalaceae undiff.",15,"Polygalaceae","",""
"9750","Polygonaceae cf. Bistorta officinalis",15,"Polygonaceae",NA,""
"9801","Polykrikos kofoidii (cyst)",15,NA,NA,NA
"9808","Polypodiaceae (type A)",15,"Polypodiaceae","",""
"10051","Pouteria-type",15,"Sapotaceae","Pouteria",""
"10094","Prostanthera",15,"Lamiaceae","Prostanthera",""
"10158","Prunus virginiana",15,"Rosaceae","Prunus","virginiana"
"10261","Psychotria-type (tricolporate, reticulate)",15,"Rubiaceae","Psychotria",""
"10386","Pyrus",15,"Rosaceae","Pyrus",""
"10471","Radialisporis",15,NA,NA,NA
"10504","Ranunculus aquatilis group",15,"Ranunculaceae","Ranunculus",""
"10627","Rhamnaceae cf. Spyridium",15,"Rhamnaceae",NA,""
"10680","Rhodiola rosea",15,"Crassulaceae","Rhodiola","rosea"
"10737","Ribes undiff.",15,"Grossulariaceae","Ribes",""
"11035","Salix cf. S. humboldtiana",15,"Salicaceae","Salix",""
"11083","Sambucus ebulus-type",15,"Viburnaceae","Sambucus","ebulus"
"11187","Saxifraga cf. S. hypnoides",15,"Saxifragaceae","Saxifraga",""
"11252","Schefflera comp.",15,"Araliaceae","Schefflera",""
"11266","Schizaea (striate)",15,"Schizaeaceae","Schizaea",""
"11319","Scoparia-type",15,"Plantaginaceae","Scoparia",""
"11320","Scopinella barbata",15,NA,NA,NA
"11607","Sium/Apium-type",15,"Apiaceae",NA,""
"12007","Sterculioideae undiff.",15,NA,NA,NA
"12089","Swertia-type kilimandscharica",15,"Gentianaceae","Swertia","kilimandscharica"
"12255","Tetracarpaea",15,"Tetracarpaeaceae","Tetracarpaea",""
"12268","Tetradymia-type",15,"Asteraceae","Tetradymia",""
"12319","Thecacoris",15,"Phyllanthaceae","Thecacoris",""
"12466","Transeauina undiff.",15,NA,NA,NA
"12502","Trichocerca cylindrica",15,NA,NA,NA
"12510","Trichocladus ellipticus-type",15,"Hamamelidaceae","Trichocladus","ellipticus"
"12739","Uapaca undiff.",15,"Phyllanthaceae","Uapaca",""
"13025","Unknown (type 122)",15,NA,NA,NA
"13125","Unknown (type 20)",15,NA,NA,NA
"13223","Unknown (type 55)",15,NA,NA,NA
"13263","Unknown (type 733, HdV)",15,NA,NA,NA
"13285","Unknown (type 94)",15,NA,NA,NA
"13292","Unknown (type A5, Melief 1985)",15,NA,NA,NA
"13295","Unknown (type B207, Melief 1985)",15,NA,NA,NA
"13296","Unknown (type B4, Melief 1985)",15,NA,NA,NA
"13302","Unknown (type E)",15,NA,NA,NA
"13351","Urera",15,"Urticaceae","Urera",""
"13392","Urticalean Rosids (periporate)",15,NA,NA,NA
"13393","Urticalean Rosids (tetraporate)",15,NA,NA,NA
"13500","Vepris-type (V. nobilis)",15,"Rutaceae","Vepris",""
"13609","Virola oleifera",15,"Myristicaceae","Bicuiba","oleifera"
"13639","Viviania",15,"Francoaceae","Viviania",""
"32","Acacia ehrenbergiana",14,"Fabaceae","Vachellia","flava"
"171","Actinocyclus subtilis",14,"Ericaceae","Orthilia",""
"188","Adenium-type obesum",14,"Apocynaceae","Adenium","obesum"
"495","Alsophila setosa",14,"Cyatheaceae","Alsophila","setosa"
"526","Amaranthaceae (crumpled)",14,"Amaranthaceae","",""
"588","Anacardiaceae (20 µm)",14,"Anacardiaceae","",""
"607","Anadenanthera (polyad, type 16)",14,"Fabaceae","Anadenanthera",""
"666","Anemone sect. Hepatica-type",14,NA,NA,""
"816","Anthyllis vulneraria",14,"Fabaceae","Anthyllis","vulneraria"
"1247","Asteroideae (coarse spine)",14,"Asteraceae","",""
"1258","Asteroideae (type 6)",14,"Asteraceae","",""
"1417","Balanites rotundifolia-type",14,"Zygophyllaceae","Balanites","rotundifolia"
"1419","Balanophoraceae cf. Langsdorffia",14,NA,NA,""
"1480","Baumea/Gymnoschoenus",14,"Cyperaceae",NA,""
"1507","Berlinia",14,"Fabaceae","Berlinia",""
"1612","Bistorta cf. B. officinalis-type",14,"Polygonaceae","Bistorta",""
"1795","Bravaisia",14,"Acanthaceae","Bravaisia",""
"1826","Broussasia (flat-lobed)",14,NA,NA,NA
"1834","Brucea antidysenterica-type",14,"Simaroubaceae","Brucea","antidysenterica"
"1925","Buxus madagascarica",14,"Buxaceae","Buxus","madagascarica"
"1992","Calligonum/Pteropyrum-type",14,"Polygonaceae",NA,""
"2046","Campanula barbata",14,"Campanulaceae","Campanula","barbata"
"2119","Caprifoliaceae undiff.",14,"Caprifoliaceae","",""
"2216","Caryophyllaceae cf. Stellaria pungens",14,NA,NA,""
"2339","Celtis africana-type",14,"Cannabaceae","Celtis","africana"
"2379","Centaurea jacea/C. stoebe",14,"Asteraceae","Centaurea",""
"2454","Cerastium octandrum-type",14,"Caryophyllaceae","Cerastium","octandrum"
"2642","cf. Calceolaria",14,"Calceolariaceae","Calceolaria",""
"2662","cf. Carpinus",14,"Betulaceae","Carpinus",""
"2741","cf. Crataegus-type",14,"Rosaceae","Crataegus",""
"2756","cf. Dasylepis",14,"Achariaceae","Dasylepis",""
"2783","cf. Elatine",14,NA,NA,""
"2818","cf. Flacourtia",14,"Salicaceae","Flacourtia",""
"3263","cf. Trema/Lozanella",14,"Cannabaceae",NA,""
"3450","Chrysosplenium alternifolium",14,"Saxifragaceae","Chrysosplenium","alternifolium"
"3647","Cnemidaria/Cyathea",14,"Cyatheaceae","Cyathea",""
"3648","Cnestis ferruginea-type",14,"Connaraceae","Cnestis","ferruginea"
"3677","Codonocarpus cotinifolius",14,"Gyrostemonaceae","Codonocarpus","cotinifolius"
"3717","Comandra umbellata subsp. elegans",14,"Santalaceae","Comandra",""
"3746","Commelina forskaolii-type",14,"Commelinaceae","Commelina","forskaolii"
"3785","Conioselinum",14,"Apiaceae","Conioselinum",""
"3803","Conostomum",14,"Bartramiaceae","Conostomum",""
"3951","Cosmarium botrytis",14,"Ranunculaceae","Adonis",""
"3991","Crassulaceae?",14,"Crassulaceae","",""
"4085","Cunninghamia",14,"Cupressaceae","Cunninghamia",""
"4135","Cussonia-type",14,"Araliaceae","Cussonia",""
"4157","Cyathea (trilete, verrucate)",14,"Cyatheaceae","Cyathea",""
"4160","Cyathea (type 5)",14,"Cyatheaceae","Cyathea",""
"4177","Cyathea manniana-type",14,"Cyatheaceae","Alsophila","manniana"
"4510","Dioclea",14,"Fabaceae","Dioclea",""
"4520","Diospyros (Mauritius type 326, de Boer)",14,"Ebenaceae","Diospyros",""
"4567","Dipsacus-type narcisseanus",14,"Caprifoliaceae","Dipsacus","narcisseanus"
"4668","Drosera rotundifolia/D. anglica",14,"Droseraceae","Drosera",""
"4681","Dryopteridaceae",14,"Dryopteridaceae","",""
"4725","Ebenaceae undiff.",14,"Ebenaceae","",""
"4778","Ekebergia-type capensis",14,"Meliaceae","Ekebergia","capensis"
"4788","Elaeis",14,"Arecaceae","Elaeis",""
"4975","Ericaceae (type 3)",14,"Ericaceae","",""
"5065","Euastrum cf. E. pectinatum",14,NA,NA,NA
"5142","Eudicotyledoneae (tricolpate, oblate, granular, 15 µm)",14,NA,NA,NA
"5173","Eudicotyledoneae (tricolporate, fine reticulate, 28 µm)",14,NA,NA,NA
"5179","Eudicotyledoneae (tricolporate, long colpi, psilate, 14 µm)",14,NA,NA,NA
"5199","Eudicotyledoneae (tricolporate, perprolate, 16 µm)",14,NA,NA,NA
"5281","Eudicotyledoneae (tricolporate, type 542, Kuhry 1988, foveolate/fossulate)",14,NA,NA,NA
"5297","Eudicotyledoneae undiff.",14,NA,NA,NA
"5337","Euphorbia undiff.",14,"Euphorbiaceae","Euphorbia",""
"5350","Euphorbiaceae (type 2)",14,"Euphorbiaceae","",""
"5374","Euterpe (type 1)",14,"Arecaceae","Euterpe",""
"5382","Evolvulus-type",14,"Convolvulaceae","Evolvulus",""
"5449","Fabaceae: Onobrychis-type",14,"Fabaceae","Onobrychis",""
"5455","Fabales (type E)",14,"","",""
"5468","Faboideae (oblate, type 14)",14,NA,NA,NA
"5588","Flacourtia",14,"Salicaceae","Flacourtia",""
"5591","Fleischmannia",14,"Asteraceae","Fleischmannia",""
"5686","Fuirena",14,"Cyperaceae","Fuirena",""
"5733","Fungi (type 14, UAB)",14,NA,NA,NA
"5800","Fungi (type 41A, UAB)",14,NA,NA,NA
"5818","Fungi (type 50, UAB)",14,NA,NA,NA
"5842","Fungi (type 578, Kuhry 1988)",14,NA,NA,NA
"5853","Fungi (type 7, Helmens & Kuhry 1986)",14,NA,NA,NA
"5911","Galega-type",14,"Fabaceae","Galega",""
"6078","Gilbertiodendron",14,"Fabaceae","Gilbertiodendron",""
"6081","Gilbertiodendron-type mayombense",14,"Fabaceae","Gilbertiodendron","mayombense"
"6089","Gladiolus",14,"Iridaceae","Gladiolus",""
"6152","Gonyaulacaceae",14,NA,NA,NA
"6180","Grevillea/Hakea",14,"Proteaceae",NA,""
"6266","Haematoxylum",14,"Fabaceae","Haematoxylum",""
"6304","Harungana madagascariensis-type",14,"Hypericaceae","Harungana","madagascariensis"
"6406","Heritiera-type",14,"Malvaceae","Heritiera",""
"6511","Hovea",14,"Fabaceae","Hovea",""
"6515","Hugonia",14,"Linaceae","Hugonia",""
"6531","Huperzia australiana",14,"Lycopodiaceae","Huperzia",""
"6570","Hydrocotyle (type 1)",14,"Araliaceae","Hydrocotyle",""
"6609","Hymenophyllum tunbrigense-type",14,"Hymenophyllaceae","Hymenophyllum","tunbrigense"
"6647","Hyphaene thebaica",14,"Arecaceae","Hyphaene","thebaica"
"6705","Inaperturopollenites sp.",14,NA,NA,NA
"6804","Isoëtes azorica",14,"Isoetaceae","Isoetes","azorica"
"6914","Justicia (diporate)",14,"Acanthaceae","Justicia",""
"6940","Keetia-type (K. cornelia)",14,"Rubiaceae","Keetia",""
"6980","Koenigia-type",14,"Polygonaceae","Koenigia",""
"7154","Lecythidaceae-type",14,"Lecythidaceae","",""
"7188","Lepidium",14,"Brassicaceae","Lepidium",""
"7200","Lepisanthes",14,"Sapindaceae","Lepisanthes",""
"7475","Luffa cylindrica-type",14,"Cucurbitaceae","Cucumis","melo"
"7625","Lythrum portula/L. salicaria",14,"Lythraceae","Lythrum",""
"7654","Maclura pomifera",14,"Moraceae","Maclura","pomifera"
"7656","Maclura-type",14,"Moraceae","Maclura",""
"7704","Maianthemum trifolia-type",14,"Asparagaceae","Maianthemum",""
"7734","Malpighiaceae-type",14,"Malpighiaceae","",""
"7826","Matteuccia/Onoclea",14,"Onocleaceae","Onoclea",""
"8063","mimosoid clade (tetrad)",14,NA,NA,NA
"8103","Mitragyna inermis",14,"Rubiaceae","Mitragyna","inermis"
"8218","Mougeotia gracillima",14,NA,NA,NA
"8228","Muehlenbeckia cf. M. coccoloboides",14,"Polygonaceae","Muehlenbeckia",""
"8245","Mussaenda",14,"Rubiaceae","Mussaenda",""
"8270","Myrianthus arboreus",14,"Urticaceae","Myrianthus","arboreus"
"8289","Myricaceae (type 2)",14,"Myricaceae","",""
"8372","Myrtus-type",14,"Myrtaceae","Myrtus",""
"8422","Neonauclea comp.",14,"Rubiaceae","Neonauclea",""
"8679","Oreopolus",14,"Rubiaceae","Oreopolus",""
"8690","Origanum",14,"Lamiaceae","Origanum",""
"8701","Ornithogalum",14,"Asparagaceae","Ornithogalum",""
"8782","Oxytropis-type",14,"Fabaceae","Oxytropis",""
"8836","Papaveraceae (small)",14,"Papaveraceae","",""
"8844","Parahancornia",14,"Apocynaceae","Parahancornia",""
"8850","Parapediastrum biradiatum",14,NA,NA,NA
"8967","Pedicularis contorta-type",14,"Orobanchaceae","Pedicularis","contorta"
"9020","Pentzia monodiana",14,"Asteraceae","Pentzia","monodiana"
"9040","Peristrophe-type",14,"Acanthaceae","Dicliptera",""
"9471","Plantago cylindrica-type",14,"Plantaginaceae","Plantago","cylindrica"
"9544","Pleonotoma",14,"Bignoniaceae","Pleonotoma",""
"9555","Pleurospermum austriacum-type",14,"Apiaceae","Pleurospermum","austriacum"
"9697","Pogostemon",14,"Lamiaceae","Pogostemon",""
"9788","Polygonum sect. Duravia",14,NA,NA,""
"10150","Prunus lusitanica subsp. azorica",14,"Rosaceae","Prunus",""
"10153","Prunus serotina",14,"Rosaceae","Prunus","serotina"
"10342","Pterolobium",14,"Fabaceae","Pterolobium",""
"10356","Pulicaria",14,"Asteraceae","Pulicaria",""
"10359","Pulmonaria obscura-type",14,"Boraginaceae","Pulmonaria","obscura"
"10389","Pyrus/Sorbus",14,"Rosaceae",NA,""
"10547","Ranunculus stagnalis-type",14,"Ranunculaceae","Ranunculus","stagnalis"
"10585","Restionaceae cf. Restio",14,"Restionaceae",NA,""
"10600","Retitetradites monocolpatus",14,NA,NA,NA
"10626","Rhamnaceae cf. Cryptandra",14,"Rhamnaceae",NA,""
"10735","Ribes nigrum-type",14,"Grossulariaceae","Ribes","nigrum"
"10746","Riccia undiff.",14,"Ricciaceae","Riccia",""
"10921","Rumex cf. R. salicifolius",14,"Polygonaceae","Rumex",""
"11026","Salicornia",14,"Amaranthaceae","Salicornia",""
"11094","Samolus-type",14,"Primulaceae","Samolus",""
"11147","Sarcaulus sp.",14,"Sapotaceae","Sarcaulus",""
"11255","Schefflera-type",14,"Araliaceae","Schefflera",""
"11260","Schima-type",14,"Theaceae","Schima",""
"11267","Schizaea cf. S. attenuata",14,"Schizaeaceae","Schizaea",""
"11275","Schizolobium",14,"Fabaceae","Schizolobium",""
"11589","Simmondsia chinensis",14,"Simmondsiaceae","Simmondsia","chinensis"
"11608","Sixalix atropurpurea-type",14,"Caprifoliaceae","Scabiosa","atropurpurea"
"11642","Solanum (type 2)",14,"Solanaceae","Solanum",""
"11823","Spermatophyta indet. (type 35)",14,NA,NA,NA
"11831","Spermatophyta indet. (type 51)",14,NA,NA,NA
"11865","Sphaerodes sp. (type 8, LOP-NAU)",14,NA,NA,NA
"11924","Spondias (type 20)",14,"Anacardiaceae","Spondias",""
"11952","Stachys sylvatica",14,"Lamiaceae","Stachys","sylvatica"
"12147","Syzygium-type guineense",14,"Myrtaceae","Syzygium","guineense"
"12190","Tapura",14,"Dichapetalaceae","Tapura",""
"12205","Tardigrada (type 902, HdV)",14,NA,NA,NA
"12206","Tardigrada undiff.",14,NA,NA,NA
"12257","Tetracarpaeaceae cf. Tetracarpaea",14,"Tetracarpaeaceae",NA,""
"12277","Tetrapleura tetraptera-type",14,"Fabaceae","Tetrapleura","tetraptera"
"12299","Thalictrum alpinum-type",14,"Ranunculaceae","Thalictrum","alpinum"
"12450","Trachomitum",14,"Apocynaceae","Gymnema",""
"12533","Trichothyrium",14,NA,NA,NA
"12785","Unknown (arboreal)",14,NA,NA,NA
"12935","Unknown (stephanocolpate)",14,NA,NA,NA
"12937","Unknown (striate)",14,NA,NA,NA
"13005","Unknown (type 104)",14,NA,NA,NA
"13008","Unknown (type 107)",14,NA,NA,NA
"13069","Unknown (type 157)",14,NA,NA,NA
"13197","Unknown (type 40)",14,NA,NA,NA
"13298","Unknown (type B8, Melief 1985)",14,NA,NA,NA
"13345","Unknown/Rare",14,NA,NA,NA
"13406","Utricularia vulgaris",14,"Lentibulariaceae","Utricularia","vulgaris"
"13521","Vernonia poskeana",14,"Asteraceae","Vernonia","poskeana"
"13534","Verrucosisporites sp.",14,NA,NA,NA
"13548","Viburnum lantana-type",14,"Viburnaceae","Viburnum","lantana"
"13598","Viola tricolor",14,"Violaceae","Viola","tricolor"
"34","Acacia gerrardii",13,"Fabaceae","Vachellia","gerrardii"
"54","Acaena-type",13,"Rosaceae","Acaena",""
"127","Achomosphaera",13,NA,NA,NA
"220","Adriana",13,"Euphorbiaceae","Adriana",""
"291","Aglaia-type",13,"Meliaceae","Aglaia",""
"319","Ajuga",13,"Lamiaceae","Ajuga",""
"511","Alternaria",13,NA,NA,NA
"513","Althaea officinalis",13,"Malvaceae","Althaea","officinalis"
"628","Andrachne",13,"Phyllanthaceae","Andrachne",""
"782","Anthodiscus",13,"Caryocaraceae","Anthodiscus",""
"820","Antiaris-type",13,"Moraceae","Antiaris",""
"825","Antidaphne-type",13,"Santalaceae","Antidaphne",""
"981","Ardisia",13,"Primulaceae","Ardisia",""
"1132","Ascomycota (type 100, OU)",13,NA,NA,NA
"1211","Asteraceae (large)",13,"Asteraceae","",""
"1466","Bassia laniflora",13,"Amaranthaceae","Bassia","laniflora"
"1654","Blighia-type unijugata",13,"Sapindaceae","Blighia","unijugata"
"1738","Botrychium cf. B. multifidum",13,"Ophioglossaceae","Botrychium",""
"1989","Calligonum polygonoides",13,"Polygonaceae","Calligonum","polygonoides"
"2372","Centaurea depressa",13,"Asteraceae","Centaurea","depressa"
"2416","Centrolepidaceae",13,"Restionaceae","",""
"2505","Ceriops-type",13,"Rhizophoraceae","Ceriops",""
"2572","cf. Arctostaphylos",13,"Ericaceae","Arctostaphylos",""
"2670","cf. Castanea",13,"Fagaceae","Castanea",""
"2816","cf. Filinia longiseta-type",13,NA,NA,NA
"2987","cf. Myrianthus",13,"Urticaceae","Myrianthus",""
"3242","cf. Tachigali",13,"Fabaceae","Tachigali",""
"3378","Charcoal (bordered pit)",13,NA,NA,NA
"3608","Cleome sp.",13,"Cleomaceae","Cleome",""
"3714","Colubrina",13,"Rhamnaceae","Colubrina",""
"3716","Comandra",13,"Santalaceae","Comandra",""
"3953","Cosmarium granatum",13,"Ranunculaceae","Adonis",""
"3959","Cotoneaster",13,"Rosaceae","Cotoneaster",""
"4281","Cyrillaceae",13,"Cyrillaceae","",""
"4291","Cystopteris sudetica",13,"Cystopteridaceae","Cystopteris","sudetica"
"4484","Diervilla",13,"Caprifoliaceae","Diervilla",""
"4542","Diplarrena-type",13,"Iridaceae","Diplarrena",""
"4547","Diplocladiella cf. D. scalaroides (type 1025, HdV)",13,NA,NA,NA
"4574","Dipteryx",13,"Fabaceae","Dipteryx",""
"4627","Dorstenia foetida-type",13,"Moraceae","Dorstenia","foetida"
"4645","Dracaena-type",13,"Asparagaceae","Dracaena",""
"4798","Elaeoluma glabrescens",13,"Sapotaceae","Elaeoluma","glabrescens"
"4908","Ephedra viridis",13,"Ephedraceae","Ephedra","viridis"
"5009","Eriophorum angustifolium/E. vaginatum",13,"Cyperaceae","Eriophorum",""
"5016","Erisma",13,"Vochysiaceae","Erisma",""
"5048","Erythroxylum citrifolium (type 2)",13,"Erythroxylaceae","Erythroxylum","citrifolium"
"5138","Eudicotyledoneae (tricolpate, fine striate)",13,NA,NA,NA
"5141","Eudicotyledoneae (tricolpate, microreticulate)",13,NA,NA,NA
"5318","Euphorbia (small)",13,"Euphorbiaceae","Euphorbia",""
"5321","Euphorbia cf. E. helioscopia",13,"Euphorbiaceae","Euphorbia",""
"5404","Fabaceae (psilate, small)",13,"Fabaceae","",""
