taxa,count,family,genus,species,corrected
Litsea,18,Lauraceae,Litsea,,
Lotus arabicus-type,18,Fabaceae,Lotus,,
Mabea (type 1),18,Euphorbiaceae,Mabea,,
Margaritaria discoidea-type,18,Phyllanthaceae,Margaritaria,,
Maripa,18,Convolvulaceae,Maripa,,
Micranthes hieraciifolia-type,18,NA,NA,NA,
Microthyrium microscopicum,18,NA,NA,NA,
Moritzia dasyantha,18,Boraginaceae,Moritzia,dasyantha,
Myriophyllum verrucosum,18,Haloragaceae,Myriophyllum,verrucosum,
Nauclea latifolia,18,Rubiaceae,Nauclea,latifolia,
Navarretia,18,Polemoniaceae,Navarretia,,
Pandanus candelabrum,18,Pandanaceae,Pandanus,candelabrum,
Passifloraceae,18,Passifloraceae,,,
Paullinia (25 µm),18,Sapindaceae,Paullinia,,
Pediastrum cf. P. angulosum,18,NA,NA,NA,
Pediomelum-type,18,NA,NA,NA,
Penstemon,18,Plantaginaceae,Penstemon,,
Peridinium,18,NA,NA,NA,
Peristrophe,18,Acanthaceae,Dicliptera,,
Persicaria nepalensis-type,18,Polygonaceae,Persicaria,,
Phlox pilosa,18,Polemoniaceae,Phlox,pilosa,
Phymatodes billardieri,18,Dipteridaceae,Dipteris,,
Platanus × acerifolia,18,Platanaceae,Platanus,,
Poaceae (degraded),18,Poaceae,,,
"Polypodiophyta (monolete, psilate, type 1)",18,NA,NA,NA,
Polypodium cf. P. vulgare,18,Polypodiaceae,Polypodium,,
Priva-type,18,NA,NA,NA,
Pteridaceae undiff.,18,Pteridaceae,,,
Pteris berteroana,18,Pteridaceae,Pteris,berteroana,
Pterospermum,18,Malvaceae,Pterospermum,,
Ranunculus acris-type undiff.,18,Ranunculaceae,Ranunculus,,
Rhipsalis,18,Cactaceae,Rhipsalis,,
Roupala-type,18,NA,NA,NA,
Rumex patientia var. kurdicus,18,Polygonaceae,Rumex,,
Sacoglottis gabonensis,18,Humiriaceae,Sacoglottis,gabonensis,
Scrophulariaceae (tricolpate),18,Scrophulariaceae,,,
Serjania (type D),18,Sapindaceae,Serjania,,
Seseli libanotis-type,18,Apiaceae,Seseli,,
Sibbaldia,18,Rosaceae,Sibbaldia,,
Sicydium,18,Cucurbitaceae,Sicydium,,
Silene cf. S. acaulis,18,Caryophyllaceae,Silene,,
Silene/Uebelinia-type,18,Caryophyllaceae,Silene,,
Simmondsia,18,Simmondsiaceae,Simmondsia,,
Sparganium cf. S. natans,18,Typhaceae,Sparganium,,
Spermatophyta undiff. (Andean trees),18,NA,NA,NA,
Stellaria undiff.,18,NA,NA,NA,
Swertia-type (S. kilimandscharica),18,NA,NA,NA,
Tamarindus-type (T. indica),18,NA,NA,NA,
Telephium,18,Molluginaceae,Telephium,,
Telopea truncata,18,Proteaceae,Telopea,truncata,
Thalictrum venulosum-type,18,Ranunculaceae,Thalictrum,,
Trichilia (type 1),18,Meliaceae,Trichilia,,
Trollius europaeus-type,18,Ranunculaceae,Trollius,,
Uapaca mole-type,18,Phyllanthaceae,Uapaca,,
Uncaria africana,18,Rubiaceae,Uncaria,africana,
"Unknown (cf. spore, type S)",18,NA,NA,NA,
"Unknown (monolete, 55 µm)",18,NA,NA,NA,
"Unknown (trilete, triangular, psilate, 25-35 µm)",18,NA,NA,NA,
Unknown (type 118),18,NA,NA,NA,
Unknown (type 23),18,NA,NA,NA,
Unknown (type 28),18,NA,NA,NA,
"Unknown (type 988, HdV)",18,NA,NA,NA,
Unknown (type G),18,NA,NA,NA,
Vepris-type trichocarpa,18,NA,NA,NA,
Vernonia schimperi,18,Asteraceae,Baccharoides,schimperi,
Viburnum lentago-type,18,Viburnaceae,Viburnum,,
Viscum album sensu lato,18,Santalaceae,Viscum,,
"Zea mays (type 548, Kuhry 1988)",18,Poaceae,Zea,mays,
Zieria,18,Rutaceae,Zieria,,
Acanthaceae (tricolporate),17,Acanthaceae,,,
Adenia lobata-type,17,Passifloraceae,Adenia,,
Aeschynomene-type,17,NA,NA,NA,
Alchemilla/Aphanes,17,Rosaceae,NA,,
Algae (type 4),17,NA,NA,NA,
Alnus cf. A. viridis subsp. crispa,17,Betulaceae,Alnus,,
Amaryllis,17,Amaryllidaceae,Amaryllis,,
"Amphitrema (type 31, HdV)",17,NA,NA,NA,
Anogeissus-type (A. leiocarpa),17,NA,NA,NA,
Anthocleista vogelii-type,17,Gentianaceae,Anthocleista,,
Apocynaceae-type undiff.,17,NA,NA,NA,
Aporrhiza,17,Sapindaceae,Aporrhiza,,
Artemisia tilesii,17,Asteraceae,Artemisia,tilesii,
Asteraceae (fenestrate),17,Asteraceae,,,
Asteraceae cf. Cirsium,17,NA,NA,NA,
Asteroideae (type 1),17,Asteraceae,,,
Astrocaryum-type,17,NA,NA,NA,
Backhousia myrtifolia,17,Myrtaceae,Backhousia,myrtifolia,
Balanites aegyptiaca-type,17,Zygophyllaceae,Balanites,,
Berberis vulgaris,17,Berberidaceae,Berberis,vulgaris,
Blighia-type (B. unijugata),17,NA,NA,NA,
Cactaceae-type,17,NA,NA,NA,
Caperonia-type,17,NA,NA,NA,
Carissa,17,Apocynaceae,Carissa,,
Celtis iguanaea,17,Cannabaceae,Celtis,iguanaea,
Centaurea sp.,17,Asteraceae,Centaurea,,
Ceratopteris cornuta,17,Pteridaceae,Ceratopteris,cornuta,
Cercophora sp.,17,NA,NA,NA,
cf. Cadaba,17,Capparaceae,Cadaba,,
cf. Cathaya,17,Pinaceae,Cathaya,,
cf. Ceratophyllum,17,Ceratophyllaceae,Ceratophyllum,,
cf. Humulus,17,Cannabaceae,Humulus,,
cf. Rosaceae,17,Rosaceae,,,
cf. Sambucus racemosa,17,Viburnaceae,Sambucus,,
Closterium cf. C. rostratum,17,NA,NA,NA,
Colocasia esculenta,17,Araceae,Colocasia,esculenta,
Cordia platythyrsa-type,17,Boraginaceae,Cordia,,
Coursetia-type,17,NA,NA,NA,
Crescentia,17,Bignoniaceae,Crescentia,,
Crossopteryx,17,Rubiaceae,Crossopteryx,,
Cupressus lusitanica,17,Cupressaceae,Hesperocyparis,lusitanica,
Daphne laureola,17,Thymelaeaceae,Daphne,laureola,
Daphne-type,17,NA,NA,NA,
Difflugia,17,NA,NA,NA,
Dinizia,17,Fabaceae,Dinizia,,
Dorycnium,17,Fabaceae,Lotus,,
Dryopteridaceae/Polypodiaceae,17,NA,,,
Echipollenites sp.,17,NA,NA,NA,
"Eudicotyledoneae (tricolporate, scabrate, Mauritius type 180, de Boer)",17,NA,NA,NA,
Eupatorium perfoliatum,17,Asteraceae,Eupatorium,perfoliatum,
"Euphorbiaceae (Mauritius type 172, de Boer)",17,Euphorbiaceae,,,
Evodiella,17,Rutaceae,Melicope,,
"Fabaceae (psilate, large)",17,Fabaceae,,,
"Fabaceae (psilate, type II)",17,Fabaceae,,,
Fabaceae indet.,17,Fabaceae,,,
Ficus (type 2),17,Moraceae,Ficus,,
Filago,17,Asteraceae,Filago,,
Fritillaria camschatcensis,17,Liliaceae,Fritillaria,camschatcensis,
"Fungi (type 10, UAB)",17,NA,NA,NA,
"Fungi (type 101, OU)",17,NA,NA,NA,
"Fungi (type 17, HdV)",17,NA,NA,NA,
"Fungi (type 174, HdV)",17,NA,NA,NA,
"Fungi (type 18B, UAB)",17,NA,NA,NA,
Genisteae-type,17,NA,NA,NA,
Glomeromycota (vesicular-arbuscular mycorrhiza),17,NA,NA,NA,
Gypsophila fastigiata/G. repens,17,Caryophyllaceae,Gypsophila,,
Gypsophila repens,17,Caryophyllaceae,Gypsophila,repens,
Haematoxylum campechianum,17,Fabaceae,Haematoxylum,campechianum,
Harungana madagascariensis,17,Hypericaceae,Harungana,madagascariensis,
Hedera-type,17,NA,NA,NA,
Hieronyma-type,17,NA,NA,NA,
Hildebrandtia,17,Convolvulaceae,Hildebrandtia,,
Homogyne-type,17,NA,NA,NA,
"Invertebrata? (type 187, HdV)",17,NA,NA,NA,
"Invertebrate? (type 178, HdV)",17,NA,NA,NA,
Isoëtes (<20 µm),17,NA,NA,NA,
Khaya-type,17,NA,NA,NA,
Leptosiphon,17,Polemoniaceae,Leptosiphon,,
Leucanthemum vulgare-type,17,Asteraceae,Leucanthemum,,
Leucosidea,17,Rosaceae,Leucosidea,,
Lophira lanceolata-type,17,Ochnaceae,Lophira,,
Lycopodium cf. L. clavatum (tetrad),17,Lycopodiaceae,Lycopodium,,
Lycopodium paniculatum,17,Lycopodiaceae,Lycopodium,paniculatum,
Lygodium volubile,17,Lygodiaceae,Lygodium,volubile,
Maclura pomifera-type,17,Moraceae,Maclura,,
Marsilea,17,Marsileaceae,Marsilea,,
Mimosa (tetrad-type),17,Fabaceae,Mimosa,,
"mimosoid clade (polyad, type 8)",17,NA,NA,NA,
Myricaria germanica-type,17,Tamaricaceae,Myricaria,,
Myrsine (tricolporate),17,Primulaceae,Myrsine,,
Myrtaceae (type 40),17,Myrtaceae,,,
Nephrolepis-type,17,NA,NA,NA,
Nerium oleander,17,Apocynaceae,Nerium,oleander,
Operculodinium,17,NA,NA,NA,
Operculodinium centrocarpum sensu Wall & Dale 1966,17,NA,NA,NA,
Ostrya/Corylus-type,17,Betulaceae,Ostrya,,
Periplocoideae,17,NA,NA,NA,
Persicaria attenuata subsp. africana-type,17,Polygonaceae,Persicaria,,
Phaeoceros laevis-type,17,Notothyladaceae,Phaeoceros,,
Phlebodium,17,Polypodiaceae,Phlebodium,,
Phytolacca,17,Phytolaccaceae,Phytolacca,,
Pimpinella anisum,17,Apiaceae,Pimpinella,anisum,
Plantago cf. P. coronopus,17,Plantaginaceae,Plantago,,
Plantago media/P. montana,17,Plantaginaceae,Plantago,,
"Podospora sp./Zopfiella sp. (type 466, HdV)",17,NA,NA,NA,
Polygonum-type,17,NA,NA,NA,
Pourouma/Sorocea/Maclura,17,NA,NA,,
Qualea paraensis,17,Vochysiaceae,Qualea,paraensis,
Randia,17,Rubiaceae,Randia,,
Ranunculus sceleratus/R. repens,17,Ranunculaceae,Ranunculus,,
Sanguisorba/Poterium,17,Rosaceae,Sanguisorba,,
Santiria-type,17,NA,NA,NA,
Schoenoplectus lacustris subsp. lacustris-type,17,Cyperaceae,Schoenoplectus,,
Sebastiania brasiliensis,17,Euphorbiaceae,Sebastiania,brasiliensis,
Selaginella selaginoides (tetrad),17,Selaginellaceae,Selaginella,selaginoides,
Sesbania rostrata,17,Fabaceae,Sesbania,rostrata,
Sieversia-type,17,NA,NA,NA,
Sisymbrium,17,Brassicaceae,Sisymbrium,,
Solanaceae (type 2),17,Solanaceae,,,
Solanecio mannii-type,17,Asteraceae,Solanecio,,
Solidago/Saussurea,17,Asteraceae,NA,,
Sophora-type,17,NA,NA,NA,
Spirulina,17,NA,NA,NA,
Sterculia,17,Malvaceae,Sterculia,,
Striga,17,Orobanchaceae,Striga,,
Symmeria paniculata,17,Polygonaceae,Symmeria,paniculata,
Tamarix senegalensis,17,Tamaricaceae,Tamarix,senegalensis,
Thalictrum flavum,17,Ranunculaceae,Thalictrum,flavum,
Trema (type 2),17,Cannabaceae,Trema,,
Uapaca guineensis-type,17,Phyllanthaceae,Uapaca,,
Ulmus sp.,17,Ulmaceae,Ulmus,,
"Unknown (monolete, verrucate, >50 µm)",17,NA,NA,NA,
Unknown (type 123),17,NA,NA,NA,
"Unknown (type O, psilate, Melief 1985)",17,NA,NA,NA,
Vangueria-type madagascariensis,17,NA,NA,NA,
Vepris,17,Rutaceae,Vepris,,
Viburnum alnifolium,17,Viburnaceae,Viburnum,lantanoides,
Zanthoxylum-type (Z. usambarense),17,NA,NA,NA,
Acer (reticulate),16,Sapindaceae,Acer,,
Aidia,16,Rubiaceae,Aidia,,
Alstroemeria,16,Alstroemeriaceae,Alstroemeria,,
Amphitrema sp.,16,NA,NA,NA,
Angiopteris,16,Marattiaceae,Angiopteris,,
Aniseia,16,Convolvulaceae,Aniseia,,
Anthericum liliago,16,Asparagaceae,Anthericum,liliago,
Anthoceros punctatus-type,16,Anthocerotaceae,Anthoceros,,
Arcella sp.,16,NA,NA,NA,
Artemisia ludoviciana,16,Asteraceae,Artemisia,ludoviciana,
Asteraceae aff. Baccharis,16,NA,NA,NA,
Asteraceae aff. Senecio,16,NA,NA,NA,
Astronium fraxinifolium (type 5),16,Anacardiaceae,Astronium,fraxinifolium,
Balanites rotudinfolia-type,16,Zygophyllaceae,Balanites,,
Ballota group,16,Lamiaceae,Ballota,,
Banara,16,Salicaceae,Banara,,
Beta vulgaris-type,16,Amaranthaceae,Beta,,
Betula sp.,16,Betulaceae,Betula,,
Billardiera,16,Pittosporaceae,Billardiera,,
Bombax undiff.,16,Malvaceae,Bombax,,
Brachycome-type,16,NA,NA,NA,
Brassicaceae/Olea,16,NA,NA,,
Bromus hordeaceus-type,16,Poaceae,Bromus,,
Buglossoides arvensis,16,Boraginaceae,Buglossoides,arvensis,
Caesalpinioideae (26 µm),16,Fabaceae,,,
Calochlaena,16,Dicksoniaceae,Calochlaena,,
Campanula rapunculoides,16,Campanulaceae,Campanula,rapunculoides,
Cardueae undiff.,16,,,,
Carduoideae-type,16,NA,NA,NA,
Carum carvi-type,16,Apiaceae,Carum,,
Casearia cf. C. sylvestris,16,Salicaceae,Casearia,,
Cassine orientalis,16,Celastraceae,Elaeodendron,orientale,
Caucanthus-type,16,NA,NA,NA,
Cayaponia-type,16,NA,NA,NA,
Centaurea jacea/C. scabiosa,16,Asteraceae,Centaurea,,
Cerastium/Stellaria-type,16,Caryophyllaceae,Cerastium,,
"cf. Actinopeltis (type 8C, HdV)",16,NA,NA,NA,
cf. Anthurium,16,Araceae,Anthurium,,
cf. Brassicaceae,16,Brassicaceae,,,
cf. Capsella,16,Brassicaceae,Capsella,,
cf. Carpinus-type,16,NA,NA,NA,
cf. Lamium,16,Lamiaceae,Lamium,,
cf. Nyssa,16,Nyssaceae,Nyssa,,
cf. Pouteria,16,Sapotaceae,Pouteria,,
cf. Sambucus nigra,16,Viburnaceae,Sambucus,,
cf. Tristerix,16,Loranthaceae,Tristerix,,
cf. Woodsia,16,Woodsiaceae,Woodsia,,
Chlamydomonas sp.,16,NA,NA,NA,
Chrysophyllum bangweolense-type,16,Sapotaceae,Chrysophyllum,,
Cistus populifolius,16,Cistaceae,Cistus,populifolius,
Colletia,16,Rhamnaceae,Colletia,,
Crossopteryx-type,16,NA,NA,NA,
Crudia-type (C. zenkeri),16,NA,NA,NA,
Cuscuta europaea,16,Convolvulaceae,Cuscuta,europaea,
Cyphostemma mappia,16,Vitaceae,Cyphostemma,mappia,
Dasylirion,16,Asparagaceae,Dasylirion,,
Davallia/Microsorium,16,Davalliaceae,Davallia,,
Didierea,16,Didiereaceae,Didierea,,
Didymopanax (excluding Schefflera),16,Araliaceae,Didymopanax,,
Diodia-type,16,NA,NA,NA,
Dioscorea,16,Dioscoreaceae,Dioscorea,,
Empetrum/Rhododendron subsect. Ledum,16,NA,NA,NA,
Encelia-type,16,NA,NA,NA,
Ephedra chilensis,16,Ephedraceae,Ephedra,chilensis,
Epicoccum purpurascens,16,NA,NA,NA,
Eriophorum,16,Cyperaceae,Eriophorum,,
"Eudicotyledoneae (tetracolporate, echinate)",16,NA,NA,NA,
"Eudicotyledoneae (tricolpate, psilate, 15 µm)",16,NA,NA,NA,
"Eudicotyledoneae (tricolporate, microreticulate, type III)",16,NA,NA,NA,
"Eudicotyledoneae (tricolporate, reticulate, Mauritius type 151b, de Boer)",16,NA,NA,NA,
"Eudicotyledoneae (tricolporate, type 1)",16,NA,NA,NA,
Fabaceae (scabrate),16,Fabaceae,,,
Fabaceae cf. Swainsona,16,NA,NA,NA,
Faboideae (type H),16,NA,NA,NA,
Frangula azorica,16,Rhamnaceae,Frangula,azorica,
Hemionitis (type I),16,Pteridaceae,Hemionitis,,
Herniaria,16,Caryophyllaceae,Herniaria,,
Julbernardia,16,Fabaceae,Julbernardia,,
Laboratory analyses,16,NA,NA,NA,
Lamiaceae (small),16,Lamiaceae,,,
Lamourouxia,16,Orobanchaceae,Lamourouxia,,
Lapageria,16,Philesiaceae,Lapageria,,
Launaea taraxacifolia,16,Asteraceae,Launaea,taraxacifolia,
Lepidaploa,16,Asteraceae,Lepidaploa,,
Leucas,16,Lamiaceae,Leucas,,
Linum alpinum-type,16,Linaceae,Linum,,
Liparophyllum/Ornduffia,16,Menyanthaceae,NA,,
Lonicera undiff.,16,Caprifoliaceae,Lonicera,,
Lonicera/Symphoricarpos,16,Caprifoliaceae,NA,,
Lycopodium deuterodensum,16,Lycopodiaceae,Lycopodium,deuterodensum,
Mauritia carana,16,Arecaceae,Mauritia,carana,
Melastomataceae (>25 µm),16,Melastomataceae,,,
Menonvillea-type,16,NA,NA,NA,
Micrantheum,16,Picrodendraceae,Micrantheum,,
Mimosa taimbensis,16,Fabaceae,Mimosa,taimbensis,
Moltkia,16,Boraginaceae,Moltkia,,
Myristica,16,Myristicaceae,Myristica,,
Nestegis,16,Oleaceae,Nestegis,,
Nothofagus moorei,16,Nothofagaceae,Nothofagus,moorei,
Nothofagus subgen. Brassospora,16,Nothofagaceae,Nothofagus,,
Ophioglossum californicum,16,Ophioglossaceae,Ophioglossum,californicum,
Oryctanthus,16,Loranthaceae,Oryctanthus,,
Ostracoda (mandible 8b),16,NA,NA,NA,
Picea omorika-type,16,NA,NA,NA,
Poaceae (<30 µm),16,Poaceae,,,
Podococcus barteri,16,Arecaceae,Podococcus,barteri,
Polygala vulgaris-type,16,Polygalaceae,Polygala,,
"Polypodiales (trilete, very fine reticulate, cf. Pteris)",16,,,,
Punica granatum,16,Lythraceae,Punica,granatum,
Quercus dentata,16,Fagaceae,Quercus,dentata,
Quercus pubescens/Q. cerris-type,16,Fagaceae,Quercus,,
Ranunculus biternatus,16,Ranunculaceae,Ranunculus,biternatus,
Roupala sp.,16,Proteaceae,Roupala,,
Rubiaceae (type 1),16,Rubiaceae,,,
Rubus-type undiff.,16,NA,NA,NA,
Rudgea-type,16,NA,NA,NA,
Ruellia,16,Acanthaceae,Ruellia,,
Salix polaris,16,Salicaceae,Salix,polaris,
Samolus valerandi,16,Primulaceae,Samolus,valerandi,
Sapotaceae cf. Chrysophyllum,16,NA,NA,NA,
Schizaea elegans,16,Schizaeaceae,Schizaea,elegans,
Schizeilema fragosea,16,Apiaceae,Schizeilema,fragosea,
Scorzonera humilis-type,16,Asteraceae,Scorzonera,,
Scrophularia/Verbascum/Digitalis,16,NA,NA,,
Sedum sp.,16,Crassulaceae,Sedum,,
Selaginella cf. S. sibirica,16,Selaginellaceae,Selaginella,,
Selago-type,16,NA,NA,NA,
Siparuna-type,16,NA,NA,NA,
Spathiphyllum,16,Araceae,Spathiphyllum,,
Spiniferites cruciformis (form C),16,NA,NA,NA,
"Spirogyra (type 10, LOP-NAU)",16,NA,NA,NA,
Stereospermum,16,Bignoniaceae,Stereospermum,,
Symphoricarpos-type,16,NA,NA,NA,
Tabernaemontana-type,16,NA,NA,NA,
Tarenna,16,Rubiaceae,Tarenna,,
Tetraena simplex-type,16,Zygophyllaceae,Zygophyllum,,
Thymelaeaceae cf. Pimelea,16,NA,NA,NA,
Thymelaeaceae undiff.,16,Thymelaeaceae,,,
Tieghemopanax,16,Araliaceae,Polyscias,,
Tinospora bakis,16,Menispermaceae,Tinospora,bakis,
Trichocladium,16,NA,NA,NA,
Triletes (scabrate),16,NA,NA,NA,
Tuberculodinium vancampoae,16,NA,NA,NA,
Typha latifolia undiff.,16,Typhaceae,Typha,,
"Unknown (monolete, psilate, 25-35 µm)",16,NA,NA,NA,
Unknown (type 110),16,NA,NA,NA,
Unknown (type 139),16,NA,NA,NA,
Unknown (type 153),16,NA,NA,NA,
Unknown (type 17),16,NA,NA,NA,
"Unknown (type 519, HdV)",16,NA,NA,NA,
"Unknown (type 7, Barrow)",16,NA,NA,NA,
Unknown (type 93),16,NA,NA,NA,
Urtica dioica group,16,Urticaceae,Urtica,,
Virola-type,16,NA,NA,NA,
Volvocaceae,16,NA,NA,NA,
Zea mays (>75 µm),16,Poaceae,Zea,mays,
Zigadenus,16,Melanthiaceae,Zigadenus,,
Aerva-type (A. javanica),15,NA,NA,NA,
Alsophila-type,15,NA,NA,NA,
Amaranthaceae (type A),15,Amaranthaceae,,,
Amyema,15,Loranthaceae,Amyema,,
Anemone canadensis-type,15,Ranunculaceae,Anemone,,
Anogramma,15,Pteridaceae,Anogramma,,
Anthriscus caucalis,15,Apiaceae,Anthriscus,caucalis,
Apiaceae (type 1),15,Apiaceae,,,
Apiaceae (type I),15,Apiaceae,,,
Araceae (type I),15,Araceae,,,
Araceae (type II),15,Araceae,,,
Ascaris,15,NA,NA,NA,
"Ascomycota (type 5, OU)",15,NA,NA,NA,
Attalea-type,15,NA,NA,NA,
Banksia robur,15,Proteaceae,Banksia,robur,
Betulaceae-type,15,NA,NA,NA,
Blepharandra,15,Malpighiaceae,Blepharandra,,
Blighia sapida-type,15,Sapindaceae,Blighia,,
Bongardia,15,Berberidaceae,Bongardia,,
Bromelia,15,Bromeliaceae,Bromelia,,
Bromeliaceae (type I),15,Bromeliaceae,,,
"Bryophyta (type 599, Kuhry 1988)",15,,,,
Buxus hildebrandtii-type,15,Buxaceae,Buxus,,
Callitriche stagnalis-type,15,Plantaginaceae,Callitriche,,
Cassiope-type,15,NA,NA,NA,
Caulophyllum thalictroides,15,Berberidaceae,Caulophyllum,thalictroides,
Cecropia peltata,15,Urticaceae,Cecropia,peltata,
Centaurea perrottetii,15,Asteraceae,Centaurea,perrottetii,
Ceratopteris cf. C. thalictroides,15,Pteridaceae,Ceratopteris,,
cf. Anthoceros,15,Anthocerotaceae,Anthoceros,,
cf. Artemisia,15,Asteraceae,Artemisia,,
cf. Carduus,15,Asteraceae,Carduus,,
cf. Cirsium,15,Asteraceae,Cirsium,,
cf. Frangula,15,Rhamnaceae,Frangula,,
cf. Hedyosmum-type,15,NA,NA,NA,
cf. mimosoid clade,15,NA,NA,NA,
cf. Myosoton aquaticum,15,NA,NA,NA,
cf. Rapanea,15,Primulaceae,Myrsine,,
cf. Rhamnus,15,Rhamnaceae,Rhamnus,,
cf. Saxifraga oppositifolia-type,15,Saxifragaceae,Saxifraga,,
Chaerophyllum azoricum,15,Apiaceae,Chaerophyllum,azoricum,
Cicendia filiformis,15,Gentianaceae,Cicendia,filiformis,
Cleome gynandra,15,Cleomaceae,Cleome,gynandra,
Commersonia,15,Malvaceae,Commersonia,,
Commiphora africana,15,Burseraceae,Commiphora,africana,
"Coniochaeta (type 211, TM, cf. C. discospora)",15,NA,NA,NA,
Corylus/Myrica undiff.,15,NA,NA,NA,
Coula edulis,15,Olacaceae,Coula,edulis,
Cucurbita,15,Cucurbitaceae,Cucurbita,,
Cyathea australis,15,Cyatheaceae,Alsophila,australis,
Cyathea/Dicksonia,15,NA,NA,,
Cyperaceae cf. Scirpus,15,NA,NA,NA,
Cyphoderia ampulla,15,NA,NA,NA,
Cytinus hypocistis,15,Cytinaceae,Cytinus,hypocistis,
Daucus carota subsp. azoricus,15,Apiaceae,Daucus,,
Dennstaedtiaceae: Hypolepis-type,15,NA,NA,NA,
Dipsaceae-type,15,NA,NA,NA,
Drymaria,15,Caryophyllaceae,Drymaria,,
Emilia,15,Asteraceae,Emilia,,
Euastrum,15,NA,NA,NA,
"Eudicotyledoneae (tricolporate, reticulate, medium)",15,NA,NA,NA,
"Eudicotyledoneae (tricolporate, scabrate, type I)",15,NA,NA,NA,
Fagraea,15,Gentianaceae,Fagraea,,
Ficaria,15,Ranunculaceae,Ranunculus,,
Fouquieria splendens,15,Fouquieriaceae,Fouquieria,splendens,
"Fungi (type 173, HdV)",15,NA,NA,NA,
"Fungi (type 46, UAB)",15,NA,NA,NA,
Gaertnera,15,Rubiaceae,Gaertnera,,
Ganophyllum-type (G. giganteum),15,NA,NA,NA,
Gentianaceae (striate-reticulate),15,Gentianaceae,,,
Gentianella sp.,15,Gentianaceae,Gentianella,,
Gossypium,15,Malvaceae,Gossypium,,
Gratiola officinalis,15,Plantaginaceae,Gratiola,officinalis,
Hernandiaceae,15,Hernandiaceae,,,
Hottonia palustris-type,15,Primulaceae,Hottonia,,
Kickxia,15,Plantaginaceae,Kickxia,,
Lactuca sativa-type,15,Asteraceae,Lactuca,,
Laevigatosporites granulatus,15,NA,NA,NA,
Lycopodium cf. L. clavatum,15,Lycopodiaceae,Lycopodium,,
Maesa lanceolata,15,Primulaceae,Maesa,lanceolata,
Maprounea guianensis,15,Euphorbiaceae,Maprounea,guianensis,
Mattiastrum,15,Boraginaceae,Mattiastrum,,
Melicytus,15,Violaceae,Melicytus,,
Melilotus,15,Fabaceae,Melilotus,,
Meliola,15,NA,NA,NA,
Myrcia-type,15,NA,NA,NA,
Myricaceae (type 3),15,Myricaceae,,,
Myrtaceae (10-14 µm),15,Myrtaceae,,,
Myrtaceae cf. Acmena,15,NA,NA,NA,
Nuphar pumila,15,Nymphaeaceae,Nuphar,pumila,
Ochnaceae undiff.,15,Ochnaceae,,,
Oleaceae/Brassicaceae,15,NA,,,
Pachira,15,Malvaceae,Pachira,,
Pancovia,15,Sapindaceae,Pancovia,,
Paris quadrifolia-type,15,Melanthiaceae,Paris,,
Pavetta gardeniifolia-type,15,Rubiaceae,Pavetta,,
Pedicularis verticillata,15,Orobanchaceae,Pedicularis,verticillata,
Persicaria minor-type,15,Polygonaceae,Persicaria,,
Phoradendron,15,Santalaceae,Phoradendron,,
Phyllanthus-type (P. fraternus),15,NA,NA,NA,
Poaceae (type 93),15,Poaceae,,,
Podocarpidites spp.,15,NA,NA,NA,
Podocarpus polystachyus,15,Podocarpaceae,Podocarpus,polystachyus,
Podospora undiff.,15,NA,NA,NA,
Polygalaceae undiff.,15,Polygalaceae,,,
Polygonaceae cf. Bistorta officinalis,15,NA,NA,NA,
Polykrikos kofoidii (cyst),15,NA,NA,NA,
Polypodiaceae (type A),15,Polypodiaceae,,,
Pouteria-type,15,NA,NA,NA,
Prostanthera,15,Lamiaceae,Prostanthera,,
Prunus virginiana,15,Rosaceae,Prunus,virginiana,
"Psychotria-type (tricolporate, reticulate)",15,NA,NA,NA,
Pyrus,15,Rosaceae,Pyrus,,
Radialisporis,15,NA,NA,NA,
Ranunculus aquatilis group,15,Ranunculaceae,Ranunculus,,
Rhamnaceae cf. Spyridium,15,NA,NA,NA,
Rhodiola rosea,15,Crassulaceae,Rhodiola,rosea,
Ribes undiff.,15,Grossulariaceae,Ribes,,
Salix cf. S. humboldtiana,15,Salicaceae,Salix,,
Sambucus ebulus-type,15,Viburnaceae,Sambucus,,
Saxifraga cf. S. hypnoides,15,Saxifragaceae,Saxifraga,,
Schefflera comp.,15,Araliaceae,Schefflera,,
Schizaea (striate),15,Schizaeaceae,Schizaea,,
Scoparia-type,15,NA,NA,NA,
Scopinella barbata,15,NA,NA,NA,
Sium/Apium-type,15,Apiaceae,Sium,,
Sterculioideae undiff.,15,NA,NA,NA,
Swertia-type kilimandscharica,15,NA,NA,NA,
Tetracarpaea,15,Tetracarpaeaceae,Tetracarpaea,,
Tetradymia-type,15,NA,NA,NA,
Thecacoris,15,Phyllanthaceae,Thecacoris,,
Transeauina undiff.,15,NA,NA,NA,
Trichocerca cylindrica,15,NA,NA,NA,
Trichocladus ellipticus-type,15,Hamamelidaceae,Trichocladus,,
Uapaca undiff.,15,Phyllanthaceae,Uapaca,,
Unknown (type 122),15,NA,NA,NA,
Unknown (type 20),15,NA,NA,NA,
Unknown (type 55),15,NA,NA,NA,
"Unknown (type 733, HdV)",15,NA,NA,NA,
Unknown (type 94),15,NA,NA,NA,
"Unknown (type A5, Melief 1985)",15,NA,NA,NA,
"Unknown (type B207, Melief 1985)",15,NA,NA,NA,
"Unknown (type B4, Melief 1985)",15,NA,NA,NA,
Unknown (type E),15,NA,NA,NA,
Urera,15,Urticaceae,Urera,,
